1.966105402992707951e+01,-4.164939072356619869e-10,-1.147277504342165244e-08,-1.128879960744980348e-06,7.399572837003810832e+01,1.210590671438641408e+02,4.805040606312606855e+01,4.081920658511205602e+01,-7.376445827775060257e-07,9.193951339012439661e+00
1.779256425507650397e+00,1.972656426950230184e+02,1.974844097472343663e+02,2.353423182643882977e-02,2.203384299252331384e-07,6.224359186313845882e-01,1.601595229460030856e+00,6.081126739892841471e-01,2.157851540469394591e-01,4.691213174745526016e-01
-6.225069770430083357e-10,-1.188704930460605121e-06,-5.194214676105671890e-10,4.091803071618674181e+01,4.349763728854180300e+01,8.382446487081081443e+01,3.717515511710962528e+01,1.346025773949974891e+01,4.492854183815187241e+01,-4.018201456653979854e-07
4.053536635490588225e+01,1.610326940075843538e+01,8.209750167880798699e+00,2.328684714119131629e-16,1.928434899595791308e+01,7.186440534848122752e+01,1.188921604388939244e+02,6.048128685439463936e+01,8.916585989548676549e-13,8.375331120109019878e+01
4.494398800962369478e+01,2.730284127975495423e+01,3.649188578703257857e+00,5.244880671435458908e+01,1.328769012053929544e+01,3.338882525437318893e+00,5.268696418217928823e+01,1.694213168904530908e-11,9.570273956791723435e+00,7.307509517883731576e+01
8.023685719334235955e+01,7.187792812740526394e+00,-3.996932434192673627e-12,5.477098683995363692e-06,1.802702506492454404e+01,3.505046763857879025e-10,1.802702506492454404e+01,6.994906983889328360e-12,1.307053273979198025e+02,6.156822332488373917e+01
7.008280862397077371e+00,1.011233281286703516e+02,3.476841208059553878e+01,1.110809647897715422e+02,3.023066458264307476e-05,5.609317736534615761e+01,5.030564053990734205e-09,1.251143505301211434e+02,8.559234576921420512e+01,6.840610376106252488e+01
-1.847521595869315557e-10,3.684723149230220685e+01,9.163807169449339085e+01,2.711510093882542506e-08,4.758937542477116267e+01,1.643966424188905506e+01,7.018018877395256538e+01,6.885165771668421542e+01,1.003067822805275042e-04,1.761172844940846856e-06
5.733610347225562265e+01,1.575730151360747300e+01,4.225867988385834906e+01,6.798621553270415063e+01,4.496130247219980447e+01,1.162698585276305039e+02,2.127233026069176895e-05,5.545074033400149460e+01,-3.870584403835032497e-10,9.462452983609116162e-09
1.076826080608245695e+00,1.979569193363714135e+02,7.260906144554554655e-06,1.117507098352960471e+00,9.912677313296381953e+01,7.948226758999844543e-01,9.912677313296381953e+01,2.523694013490420177e-02,1.096864776062110580e-01,-6.119790620794688543e-06
2.886644222459059961e+01,5.544367972725677873e+01,5.468138709587149293e+01,2.813704629241169997e+01,5.685780731623110285e+01,5.481654170877819610e+01,3.259658715060751888e+01,2.924050766711386373e+01,3.523087815714202264e+01,1.341626070266725423e-01
4.294807763249536947e+01,1.888950659099820584e+01,2.358341026100210869e-09,4.342170355649921731e+01,2.452085884323894993e-12,1.227089664050390354e+02,-1.241741088990725492e-11,4.790250801109518619e+01,2.020532267277369994e-09,2.159927898875745100e+01
2.101335995965525072e+01,7.008349705148846454e+01,4.188508209339451582e+01,1.420617733355346475e-07,1.671802463415011886e+01,4.188508209339451582e+01,2.651741936447518810e+01,1.665836939602338163e+01,7.025395774704117002e+01,1.710271567296426198e+01
