n_sim,l,s,cr_mean,glv_mean,div
0.0,0.77,50.0,7.123392812525667,0.1377090051076409,0.0
0.0,0.77,55.0,4.695767269003702,0.07709704425947625,0.0
0.0,0.81,10.0,42.79752435377893,0.24635670503444254,0.0
0.0,0.81,15.0,26.98889905309975,0.24323719563051271,0.0
0.0,0.81,20.0,14.413220416684169,0.1687376789991089,0.0
0.0,0.81,25.0,14.285444353906364,0.19739124546100903,0.0
0.0,0.81,30.0,10.79127904305989,0.1426045510548824,0.0
0.0,0.81,35.0,11.043976187875034,0.11478247810824779,0.0
0.0,0.81,40.0,0.0,0.0,1.0
0.0,0.81,45.0,9.82115586821843,0.15527300100992067,0.0
0.0,0.81,50.0,5.660302601672555,0.0582796987331297,0.0
0.0,0.81,55.0,0.0,0.0,1.0
0.0,0.85,10.0,33.9537254967701,0.14954991025694533,0.0
0.0,0.85,15.0,22.1233237891498,0.18956508013074594,0.0
0.0,0.85,20.0,15.581529174138627,0.1357625683799886,0.0
0.0,0.85,25.0,14.297727289253238,0.10704561000005183,0.0
0.0,0.85,30.0,16.711407928534484,0.10153532285448712,0.0
0.0,0.85,35.0,9.274766890364592,0.11375648193833283,0.0
0.0,0.85,40.0,7.91680920382538,0.08330933410917223,0.0
0.0,0.85,45.0,8.497808909223496,0.10685021736486286,0.0
0.0,0.85,50.0,6.950969007314976,0.17693317441436446,0.0
0.0,0.85,55.0,5.329292091770241,0.11119730856985835,0.0
0.0,0.89,10.0,31.158993922279898,0.1696963228499981,0.0
0.0,0.89,15.0,18.238731418041887,0.08565325221364825,0.0
0.0,0.89,20.0,13.232908607846676,0.16033440903771587,0.0
0.0,0.89,25.0,15.76426386661048,0.1807062165350682,0.0
0.0,0.89,30.0,7.5599221929183456,0.038697264200301826,0.0
0.0,0.89,35.0,8.889686780565853,0.08235280753825704,0.0
0.0,0.89,40.0,9.0408140923312,0.10607582245918956,0.0
0.0,0.89,45.0,6.7383850151904845,0.08534758879831726,0.0
0.0,0.89,50.0,7.36044503893662,0.10720385694425032,0.0
0.0,0.89,55.0,5.311260163908005,0.11483532193572563,0.0
0.0,0.93,10.0,27.449344274251082,0.03940580087903243,0.0
0.0,0.93,15.0,0.0,0.0,1.0
0.0,0.93,20.0,12.100400940924299,0.10333525696539306,0.0
0.0,0.93,25.0,10.54655565393675,0.08735630125388225,0.0
0.0,0.93,30.0,11.652210634832743,0.066276261702627,0.0
0.0,0.93,35.0,8.655967249002048,0.0798802942664434,0.0
0.0,0.93,40.0,8.213386786692643,0.05498793924247523,0.0
0.0,0.93,45.0,6.690798155234495,0.06847019576291036,0.0
0.0,0.93,50.0,6.46398467508603,0.07722183147050483,0.0
0.0,0.93,55.0,4.646017278340779,0.06095735438352069,0.0
1.0,0.01,10.0,0.0,0.0,1.0
1.0,0.01,15.0,21.485657715725473,0.20621136695603545,0.0
1.0,0.01,20.0,13.731293622707113,0.15023500975392506,0.0
1.0,0.01,25.0,14.39250437161981,0.13949000320518812,0.0
1.0,0.01,30.0,10.669713990105665,0.11132283420009842,0.0
1.0,0.01,35.0,8.60262763815654,0.10283806740083706,0.0
1.0,0.01,40.0,8.171414997346492,0.1070210303423695,0.0
1.0,0.01,45.0,6.835637066074118,0.07846695339815853,0.0
1.0,0.01,50.0,0.0,0.0,1.0
1.0,0.01,55.0,5.2933308027793995,0.061127719486788995,0.0
1.0,0.05,10.0,29.50543910268787,0.2791016539660319,0.0
1.0,0.05,15.0,26.042016920137296,0.2931279541518466,0.0
1.0,0.05,20.0,13.281383547004125,0.23141276713049921,0.0
1.0,0.05,25.0,0.0,0.0,1.0
1.0,0.05,30.0,9.996192701442029,0.14788524071470724,0.0
1.0,0.05,35.0,8.921633453522107,0.10465553286882621,0.0
1.0,0.05,40.0,8.26325586961776,0.10497214903376247,0.0
1.0,0.05,45.0,8.447413147569053,0.11590079557600189,0.0
1.0,0.05,50.0,8.576721723698,0.1151257125847309,0.0
1.0,0.05,55.0,5.302817549750654,0.10998441474813563,0.0
1.0,0.09,10.0,47.868537498750996,0.4553503339765794,0.0
1.0,0.09,15.0,30.3505380974991,0.3332304264211141,0.0
1.0,0.09,20.0,20.92121586608026,0.2521298919114962,0.0
1.0,0.09,25.0,13.665641991467453,0.18493407038952472,0.0
1.0,0.09,30.0,0.0,0.0,1.0
1.0,0.09,35.0,9.236702714210937,0.20765395825982966,0.0
1.0,0.09,40.0,6.893040314024401,0.11845984040819806,0.0
1.0,0.09,45.0,6.692090643160022,0.11193465167313697,0.0
1.0,0.09,50.0,7.792303531839589,0.13343469731446223,0.0
1.0,0.09,55.0,5.732849357011246,0.10856130946621986,0.0
1.0,0.13,10.0,40.620149218462196,0.41768796028932237,0.0
1.0,0.13,15.0,21.054843960035832,0.23824421265006304,0.0
1.0,0.13,20.0,18.292650402404185,0.2602891239532231,0.0
1.0,0.13,25.0,0.0,0.0,1.0
1.0,0.13,30.0,0.0,0.0,1.0
1.0,0.13,35.0,6.916958702246707,0.13717335934577873,0.0
1.0,0.13,40.0,0.0,0.0,1.0
1.0,0.13,45.0,6.486208947146323,0.15331054771866479,0.0
1.0,0.13,50.0,6.774835116066227,0.12962167431639318,0.0
1.0,0.13,55.0,5.530141839578496,0.1609195538127812,0.0
1.0,0.17,10.0,38.37564208838755,0.3208411554088585,0.0
1.0,0.17,15.0,17.08804818329498,0.21343541738887087,0.0
1.0,0.17,20.0,17.753917475404986,0.22583379007496845,0.0
1.0,0.17,25.0,0.0,0.0,1.0
1.0,0.17,30.0,10.47666430569847,0.16049485313098408,0.0
1.0,0.17,35.0,0.0,0.0,1.0
1.0,0.17,40.0,7.173204381604394,0.12380417159268227,0.0
1.0,0.17,45.0,5.701873600369904,0.11926593371503838,0.0
1.0,0.17,50.0,7.69773292888265,0.13811355349795731,0.0
1.0,0.17,55.0,0.0,0.0,1.0
1.0,0.21000000000000002,10.0,37.65439091217398,0.653238493191189,0.0
1.0,0.21000000000000002,15.0,20.598565301921592,0.21007895117292127,0.0
1.0,0.21000000000000002,20.0,14.16112200653798,0.19354879212857398,0.0
1.0,0.21000000000000002,25.0,11.851394858201333,0.1951450527439509,0.0
1.0,0.21000000000000002,30.0,10.042307043274047,0.17769979194248708,0.0
1.0,0.21000000000000002,35.0,9.237974758055229,0.16495178754269108,0.0
1.0,0.21000000000000002,40.0,6.89704484566475,0.11985364525773419,0.0
1.0,0.21000000000000002,45.0,7.125532657127245,0.2299585715083999,0.0
1.0,0.21000000000000002,50.0,6.897038338833523,0.14786573566766895,0.0
1.0,0.21000000000000002,55.0,5.169381358773807,0.13330897186104315,0.0
1.0,0.25,10.0,37.791047689278386,0.4334220406663909,0.0
1.0,0.25,15.0,17.90139844381715,0.24095286367137667,0.0
1.0,0.25,20.0,18.462481217957993,0.1923139961592862,0.0
1.0,0.25,25.0,9.904135042826573,0.2165620442899656,0.0
1.0,0.25,30.0,9.235339999821981,0.23692554328196422,0.0
1.0,0.25,35.0,9.293481527320509,0.1615567659587025,0.0
1.0,0.25,40.0,8.468995514912617,0.1604428654881463,0.0
1.0,0.25,45.0,6.054289838659997,0.11841355211872859,0.0
1.0,0.25,50.0,6.2290690695603965,0.1375413856900404,0.0
1.0,0.25,55.0,6.832643911618805,0.14321887763945068,0.0
1.0,0.29000000000000004,10.0,26.81807395424665,0.2880553827850535,0.0
1.0,0.29000000000000004,15.0,19.201177308877565,0.21592893988855824,0.0
1.0,0.29000000000000004,20.0,18.429757355642124,0.40049156392437507,0.0
1.0,0.29000000000000004,25.0,20.61240168625487,0.34994798005465555,0.0
1.0,0.29000000000000004,30.0,12.19870143878484,0.2749540654053751,0.0
1.0,0.29000000000000004,35.0,10.120801191678884,0.16381235881977746,0.0
1.0,0.29000000000000004,40.0,9.724993102904678,0.16659060263876863,0.0
1.0,0.29000000000000004,45.0,6.9755185036835945,0.18820194776300195,0.0
1.0,0.29000000000000004,50.0,7.6166152555015545,0.13020888154696195,0.0
1.0,0.29000000000000004,55.0,5.832683683148944,0.14532965116584795,0.0
1.0,0.33,10.0,31.062025490753918,0.415343282333159,0.0
1.0,0.33,15.0,21.83149448008105,0.3290740022728611,0.0
1.0,0.33,20.0,15.235656310863021,0.2217579826794084,0.0
1.0,0.33,25.0,12.350303346913755,0.2373237399614475,0.0
1.0,0.33,30.0,13.1137520671208,0.21402293560602664,0.0
1.0,0.33,35.0,8.001884051845908,0.1312468362050489,0.0
1.0,0.33,40.0,0.0,0.0,1.0
1.0,0.33,45.0,7.5629560751138545,0.19305819220076886,0.0
1.0,0.33,50.0,5.683750932236847,0.15607791923995895,0.0
1.0,0.33,55.0,5.518984504244046,0.17766227296152562,0.0
1.0,0.37,10.0,25.0780428904641,0.21216690634754798,0.0
1.0,0.37,15.0,20.014492827199284,0.2458511747597295,0.0
1.0,0.37,20.0,16.51051358640767,0.1809416119524743,0.0
1.0,0.37,25.0,15.070140312360568,0.22848513643892743,0.0
1.0,0.37,30.0,12.543758994286673,0.19904801079600046,0.0
1.0,0.37,35.0,10.186631639937586,0.27497049837972,0.0
1.0,0.37,40.0,8.325982000690338,0.18390709388350804,0.0
1.0,0.37,45.0,7.67422367152589,0.13623146924382765,0.0
1.0,0.37,50.0,5.75875707570766,0.152103281536481,0.0
1.0,0.37,55.0,5.134827395576908,0.18190616695558418,0.0
1.0,0.41000000000000003,10.0,0.0,0.0,1.0
1.0,0.41000000000000003,15.0,17.843636584024424,0.19970626979917644,0.0
1.0,0.41000000000000003,20.0,17.621519331595028,0.2553290316804552,0.0
1.0,0.41000000000000003,25.0,13.80153679167885,0.18763793670216455,0.0
1.0,0.41000000000000003,30.0,12.438862416020978,0.14765895552894345,0.0
1.0,0.41000000000000003,35.0,11.489072019599893,0.15317319259170672,0.0
1.0,0.41000000000000003,40.0,7.45405704853115,0.1662877778437017,0.0
1.0,0.41000000000000003,45.0,7.707356722998892,0.16759557063628305,0.0
1.0,0.41000000000000003,50.0,5.837213613989823,0.17768802598550265,0.0
1.0,0.41000000000000003,55.0,6.269266778364734,0.11207814189187974,0.0
1.0,0.45,10.0,35.4325012640749,0.30579982937023475,0.0
1.0,0.45,15.0,25.638518632857974,0.22412305135930355,0.0
1.0,0.45,20.0,14.344621577354904,0.22331843786543878,0.0
1.0,0.45,25.0,15.239589655646961,0.1503351010055879,0.0
1.0,0.45,30.0,13.23128500118388,0.33233357109093326,0.0
1.0,0.45,35.0,10.916803368171136,0.196498937674964,0.0
1.0,0.45,40.0,9.722552866033986,0.1629432938054919,0.0
1.0,0.45,45.0,7.980803205055324,0.15008662010669668,0.0
1.0,0.45,50.0,6.585904417810585,0.14951627259302241,0.0
1.0,0.45,55.0,5.356638015125421,0.12726306893189576,0.0
1.0,0.49,10.0,33.05746546138371,0.2550022354860012,0.0
1.0,0.49,15.0,21.32328396358476,0.22821058920670942,0.0
1.0,0.49,20.0,18.639229005416418,0.29595765585779366,0.0
1.0,0.49,25.0,12.177765519238763,0.14627800635392893,0.0
1.0,0.49,30.0,10.999218933892129,0.1887859265609032,0.0
1.0,0.49,35.0,9.54991241498535,0.23098204008398357,0.0
1.0,0.49,40.0,8.091481422348128,0.17173758334494146,0.0
1.0,0.49,45.0,5.948341907712652,0.11243818824145745,0.0
1.0,0.49,50.0,6.937036110876687,0.10933333295656748,0.0
1.0,0.49,55.0,0.0,0.0,1.0
1.0,0.53,10.0,31.99050745494091,0.3676060058891452,0.0
1.0,0.53,15.0,23.4950431404908,0.19282913241197722,0.0
1.0,0.53,20.0,16.346476274325603,0.22523695932164647,0.0
1.0,0.53,25.0,12.488072335627766,0.2315840285841663,0.0
1.0,0.53,30.0,11.773463066330025,0.20488507190745692,0.0
1.0,0.53,35.0,14.42192753274832,0.2425981946919062,0.0
1.0,0.53,40.0,7.866173367377613,0.11132234448233999,0.0
1.0,0.53,45.0,6.951348725163817,0.09648043221075969,0.0
1.0,0.53,50.0,6.006110397714095,0.14940421412857158,0.0
1.0,0.53,55.0,7.345481855889065,0.10647098369769437,0.0
1.0,0.5700000000000001,10.0,34.35426822306771,0.39439025441222564,0.0
1.0,0.5700000000000001,15.0,0.0,0.0,1.0
1.0,0.5700000000000001,20.0,13.731081701151135,0.16193446015965,0.0
1.0,0.5700000000000001,25.0,10.952832444850095,0.20925481464735574,0.0
1.0,0.5700000000000001,30.0,9.93638858766189,0.1342342312340737,0.0
1.0,0.5700000000000001,35.0,9.748011840629875,0.14355188726255186,0.0
1.0,0.5700000000000001,40.0,7.862882982119823,0.18359703406881966,0.0
1.0,0.5700000000000001,45.0,7.979689138725673,0.16504478244274007,0.0
1.0,0.5700000000000001,50.0,6.505164665441433,0.15920877163762204,0.0
1.0,0.5700000000000001,55.0,6.582495075625607,0.1769720034424319,0.0
1.0,0.61,10.0,28.147803374501343,0.13706601701725682,0.0
1.0,0.61,15.0,30.622223014297404,0.30755022224335515,0.0
1.0,0.61,20.0,0.0,0.0,1.0
1.0,0.61,25.0,14.561648034350934,0.21617478430651374,0.0
1.0,0.61,30.0,9.445388051036103,0.1642263716558993,0.0
1.0,0.61,35.0,8.555229356616747,0.12216323527466523,0.0
1.0,0.61,40.0,7.844435177056484,0.1937961454202612,0.0
1.0,0.61,45.0,7.852992201503265,0.11389690571364613,0.0
1.0,0.61,50.0,5.770202521533298,0.07147370079249052,0.0
1.0,0.61,55.0,6.203019783890081,0.11842378570954427,0.0
1.0,0.65,10.0,29.746608278078803,0.41102950866160703,0.0
1.0,0.65,15.0,22.728358666483697,0.23849004023966178,0.0
1.0,0.65,20.0,18.530233530611447,0.1492039824337108,0.0
1.0,0.65,25.0,12.914509573940528,0.15188310429128823,0.0
1.0,0.65,30.0,14.454145575888772,0.17710841945796715,0.0
1.0,0.65,35.0,0.0,0.0,1.0
1.0,0.65,40.0,7.20432652263801,0.11198618226137783,0.0
1.0,0.65,45.0,8.275028859581452,0.1648328107001513,0.0
1.0,0.65,50.0,7.184825450157409,0.15791815345040067,0.0
1.0,0.65,55.0,5.2133360697922875,0.1367057599452832,0.0
1.0,0.6900000000000001,10.0,24.50631601379738,0.6654411046677742,0.0
1.0,0.6900000000000001,15.0,31.86154680128269,0.30673451443912303,0.0
1.0,0.6900000000000001,20.0,25.45640309621365,0.2703320808647293,0.0
1.0,0.6900000000000001,25.0,14.30054696805928,0.16251373932625213,0.0
1.0,0.6900000000000001,30.0,12.987257237549763,0.2721415444815601,0.0
1.0,0.6900000000000001,35.0,10.15342099470919,0.0949565693349403,0.0
1.0,0.6900000000000001,40.0,10.051234342715688,0.2476080215525034,0.0
1.0,0.6900000000000001,45.0,0.0,0.0,1.0
