2.127844512268884866e-02,-2.774121597148481326e-22,2.033688689590683329e-01,5.884244044194887613e-02,-1.468470592859012682e-03,-1.278231699050636644e-21,6.187386378072930209e-17,6.277177770865731199e-14,7.955482141414069175e-02,1.803443806788227743e-01
2.886523445185829121e-07,-2.126516007457209106e-05,-2.336013833762388785e-06,-8.418189573679752314e-07,1.362489549979251091e-01,2.738187235550950116e-01,4.575817909433596564e-02,4.096506694099011359e-01,1.005446832264863311e+00,-5.950858974464827225e-07
7.532899350128672195e-12,3.346909634727598393e-01,3.356932826816612647e-01,5.018714012197271757e-01,1.798762285032015573e-15,2.364797241212697995e-14,2.268101957978881108e-12,-5.155419127097430300e-15,1.928907135245190338e-15,1.048242083484326309e-15
-3.655579519024249879e-17,5.026678414749949919e-01,-3.194209681025871803e-21,-6.618864258887656482e-17,2.913331542060080302e-19,5.022986967791610580e-01,-2.903558828624885877e-16,5.030096964080309485e-01,1.594186308637583413e-03,3.558010939182199865e-18
-1.764786499838171402e-09,-3.223501907838473572e-10,3.146218900820442199e-01,-3.461921023634916543e-10,1.010005008283253014e+00,6.136163825556222723e-02,-4.268077383327673904e-10,3.161948847103515647e-01,-6.463033379488229896e-10,-1.638483843616544703e-07
0.000000000000000000e+00,1.009627896035116157e+00,-6.667207782171207491e-18,-2.660441077495555073e-13,7.424414484853694773e+01,0.000000000000000000e+00,7.424414484924253088e+01,7.579850289562217824e+01,-3.321353604219334165e-17,-2.077291380014835438e-13
-5.018413726794188447e-10,-1.021436622798952970e-07,-7.734206089951927227e-10,5.028950339084456989e-01,-3.525720123817393568e-13,5.024296332605951987e-01,3.355852395323863369e-01,1.001773289038092374e+00,-1.582828950984646066e-12,-2.575787591373805003e-11
1.008209544747386666e+00,-7.226488771843407859e-06,-1.263879953158132052e-07,1.010070633842772736e+00,8.227110154679479201e-08,-1.309575847554658218e-06,1.662658824248401390e-01,3.885189602948935464e-10,2.645360748166146537e-11,9.328840809885027775e-05
7.880114912968691067e-20,-4.942917246396452583e-16,-1.950393396325206946e-03,-2.700211073041300540e-22,5.911740165588398599e-02,1.007636558595228049e+00,2.369571624380425456e-01,1.780633154322505962e-01,9.632359663229155825e-17,-1.055403438335972485e-17
-8.618448181945750095e-07,1.009791810022127478e+00,1.009913238040403227e+00,5.020554248574843337e-01,-2.930377303908655729e-06,1.654738182947967328e-07,-2.930377448032839752e-06,3.505232220764447560e-07,1.420893244721135938e-05,3.084443218149562649e-07
1.620215698036908403e-01,-2.040161960426245765e-10,1.060429885147970182e-12,-6.146494998282728588e-08,2.707163398773916874e-01,6.691705079061132269e-10,1.699541038720266573e-11,1.894944376944936171e-01,1.005142086576880533e+00,2.160516968081858344e-11
-3.725024442229576558e-13,3.341389698197869684e-01,1.009577241608870635e+00,-7.025715902269481878e-16,-9.309004486730076472e-15,-7.968536771908440058e-17,3.583820332575079795e-18,-1.009051461728296181e-03,1.009181266784161979e+00,-5.066910980366122822e-17
-1.073678685078847875e-14,1.426187845360540329e-01,-7.200596271908278371e-15,1.008747948545811735e+00,-1.894916956978909766e-10,-7.200596309679127840e-15,4.323242224454514893e-01,5.032304233596049947e-01,-2.732631826426528788e-15,-1.671628372783010442e-14
-1.637488639819215867e-17,2.021825805691471536e-03,2.001134396575308116e-01,-2.356917798974184575e-14,1.988126397047801086e-01,-1.037797240258585031e-17,4.673880325508918892e-12,2.246741096491346988e-19,1.989696462257380116e-01,5.314031207465531778e-15
1.007317509172676928e+00,1.372580016631095110e-08,2.578473564166505705e-07,6.346842930688187385e-09,3.900631577592390542e-01,3.851444554203067949e-09,-8.943439889446445367e-11,1.295596090245308418e-01,9.680187368514314716e-02,3.605866480657680669e-10
-2.708822804887169405e-10,6.244719585014795865e-13,5.023277962099693683e-01,-1.022255484226112868e-11,-2.736554487796268239e-12,1.428821174437127917e-01,5.027661873936998260e-01,1.437329754565556394e-01,-4.632264833526137358e-12,-4.634012931186532303e-12
-1.017426958824181709e-24,5.030344366375493204e-01,-1.184706900930821913e-03,-5.895301300073211334e-27,-1.136481073482457698e-03,3.649200600717631827e-26,4.303037102061138787e-22,8.834577279718511515e-26,1.004322052702020018e+00,5.044843682398045814e-01
-7.807470971989506794e-09,-5.175235225582976357e-10,-1.982089422158334443e-08,2.006059206038116050e-01,-5.125756800055412108e-09,1.009422726628780742e+00,6.589988548756936406e-11,4.025321122461894552e-01,-3.376746155230030535e-10,1.009556811814525723e+00
6.972923573541817686e-12,-1.307042873327228126e-08,4.600368925316205559e-01,3.070310506084521496e-01,6.484170778464119766e-02,2.126192583084112603e-02,4.845683071420764373e-11,3.056903245979279705e-12,2.511869071108744802e-11,3.934123167873175454e-10
3.357575697112833435e-01,-2.007206339322578753e-09,-6.540248020586041232e-09,-2.402657494289481303e-08,1.423364471211954752e-01,3.357575697112833990e-01,-4.775422539676692260e-08,1.005558335065670716e+00,3.357575697112833990e-01,-1.775445622124757452e-08
2.357124859269536105e-02,-3.234003566295700942e-09,-3.709542195777115040e-10,1.006504331510980954e+00,-6.142163683658154880e-08,-8.589778683699195125e-10,1.470069890204870333e-01,2.482572005941777182e-02,-6.010008247698167153e-09,1.464645140494127418e-01
1.110203657992805630e-06,5.050244420706448967e-01,-7.179141853837611930e-06,-1.563240966210611304e-05,1.009445171694852705e+00,1.418767729132248689e-01,-1.499068205195761363e-05,-1.988586573512197143e-05,4.328316508827117493e-01,5.050244420706448967e-01
-2.320778894486793891e-04,0.000000000000000000e+00,-2.495255204329531419e-04,0.000000000000000000e+00,5.032124947581393393e-01,-4.548982285118339380e-02,-4.452438247642154678e+00,-1.999062112661377424e-03,-8.449771354790597044e+00,0.000000000000000000e+00
1.683042688226734154e-02,-1.002335958224181856e-14,-2.164792048563848435e-14,3.277844535557718486e-01,1.498003467068667317e-14,2.832898764210581635e-17,7.672896225870140530e-02,9.380700809038579335e-02,-6.195197751854858250e-07,1.034960205773377988e-11
4.037375697489068438e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.028990029092498837e-26,3.655380165787753134e-18,3.347368011719532577e-01,1.572514189488187188e-18,4.346473956592729079e-30,2.599642481965911649e-24,1.998115424208043722e-01
